0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68
362,"1,779","2,147","1,868","1,839",73,382,30,32,0,0,"106,037","105,250","75,570","71,077","4,576",,,,,,,,30%,-7%,,Project Lead,17,5,9,12,Master,6,,,,,,,,186%,64%,67%,104%,5,2,1,1,Relationship to team/manager,0,0,0,0,0,0,"Sie leisten solide Arbeit und tragen wesentlich zum Erfolg des Teams bei. Ihre Stärken in der Konfiguration von SAP-Modulen und Ihrer Fähigkeit, sich schnell in technische Herausforderungen einzuarbeiten, sind besonders hervorzuheben. Ein leichtes Ausbaupotenzial sehe ich in der Vertiefung Ihrer Kenntnisse im Bereich ABAP-Entwicklung sowie in Ihrer Kommunikationsfähigkeit bei komplexen Projekten. Insgesamt bin ich mit Ihrer Leistung sehr zufrieden. Weiter so! Zusatzkommentar: Gute Ansätze!","Seine/Ihre Arbeit ist zuverlässig und entspricht den Erwartungen. Es gibt keine größeren Probleme, aber auch keine außergewöhnlichen Highlights. In Bereichen wie der Optimierung von Geschäftsprozessen durch SAP-Lösungen und der Zusammenarbeit mit Fachabteilungen gibt es noch Potenzial zur Weiterentwicklung. Kommentar: Sollte dringend an sich arbeiten. Weiteres: Kann Verantwortung übernehmen.",Hamburg,,36,1,"82,009","60,619","84,819","88,945","59,922",13,,
363,"1,774","1,544","1,744","1,764",104,397,15,23,0,0,"125,558","121,793","100,409","68,421","2,079",,,,,,,,30%,-4%,,Developer,15,4,4,4,Hauptschulabschluss,6,,,,,,,,56%,59%,89%,110%,3,1,3,1,Salary/Benfit,0,0,1,0,1,0,"Sie leisten solide Arbeit und tragen wesentlich zum Erfolg des Teams bei. Ihre Stärken in der Konfiguration von SAP-Modulen und Ihrer Fähigkeit, sich schnell in technische Herausforderungen einzuarbeiten, sind besonders hervorzuheben. Ein leichtes Ausbaupotenzial sehe ich in der Vertiefung Ihrer Kenntnisse im Bereich ABAP-Entwicklung sowie in Ihrer Kommunikationsfähigkeit bei komplexen Projekten. Insgesamt bin ich mit Ihrer Leistung sehr zufrieden. Weiter so! Zusatzkommentar: Bleiben Sie dran!",Er/Sie leistet solide Arbeit und trägt wesentlich zum Erfolg des Teams bei. Besonders hervorzuheben sind seine/ihre Stärken in der Konfiguration von SAP-Modulen und sein/ihr schnelles Verständnis für technische Herausforderungen. Ein leichtes Ausbaupotenzial besteht in der Kommunikation bei komplexen Projekten. Kommentar: Wird von allen geschätzt. Weiteres: Zeigt gute Präsenz in Meetings.,Dortmund,,58,2,"51,396","75,656","117,205","27,499","86,903",11,,
364,"1,777","2,082","1,997","1,901",79,307,11,33,0,0,"135,768","87,790","62,719","62,343","5,278",,,,,,,,30%,7%,,Developer,5,5,7,17,Abitur,4,,,,,,,,88%,128%,125%,107%,3,3,3,1,Relationship to team/manager,0,1,0,0,0,1,"Sie leisten solide Arbeit und tragen wesentlich zum Erfolg des Teams bei. Ihre Stärken in der Konfiguration von SAP-Modulen und Ihrer Fähigkeit, sich schnell in technische Herausforderungen einzuarbeiten, sind besonders hervorzuheben. Ein leichtes Ausbaupotenzial sehe ich in der Vertiefung Ihrer Kenntnisse im Bereich ABAP-Entwicklung sowie in Ihrer Kommunikationsfähigkeit bei komplexen Projekten. Insgesamt bin ich mit Ihrer Leistung sehr zufrieden. Weiter so! Zusatzkommentar: Exzellent!","Seine/Ihre Arbeit ist zuverlässig und entspricht den Erwartungen. Es gibt keine größeren Probleme, aber auch keine außergewöhnlichen Highlights. In Bereichen wie der Optimierung von Geschäftsprozessen durch SAP-Lösungen und der Zusammenarbeit mit Fachabteilungen gibt es noch Potenzial zur Weiterentwicklung. Kommentar: Es gibt noch viel zu tun. Weiteres: Kann Verantwortung übernehmen.",Jena,,50,0,"71,683","36,382","98,561","35,066","21,548",15,,
365,"1,767","1,714","1,735","1,763",102,329,63,36,0,1,"145,497","112,186","72,907","68,728",290,,,,,,,,20%,3%,,Consultant,3,3,0,2,Bachelor,3,,,,,,,,131%,162%,103%,119%,1,3,3,1,Personal Reason,0,0,0,1,0,0,"Sie übertreffen unsere Erwartungen regelmäßig und liefern konstant herausragende Ergebnisse. Ihre Arbeitsmoral, Expertise und Teamfähigkeit sind beeindruckend. Es gibt nichts, was ich hier anmerken könnte. Bitte behalten Sie diesen außergewöhnlichen Einsatz bei – Sie sind ein Vorbild für das gesamte Team! Zusatzkommentar: Noch viel Luft nach oben.","Seine/Ihre Leistung liegt deutlich unter dem gewünschten Niveau. Es scheint, als fehle ihm/ihr die Motivation und das Verständnis für die Aufgaben. Er/Sie sollte dringend an seiner/ihrer Einstellung und den Fähigkeiten arbeiten, um die Teamleistung nicht negativ zu beeinflussen. Kommentar: Wird von allen geschätzt. Weiteres: Hat Defizite in der Kommunikation.",Göttingen,,44,2,"93,981","83,824","89,641","48,260","63,280",10,,
366,"1,822","2,131","1,978","2,010",72,426,23,31,1,0,"155,445","135,828","76,472","66,720","5,948",,,,,,,,20%,1%,,Team Lead,8,3,0,16,Doktor,3,,,,,,,,0%,84%,145%,96%,4,2,2,1,Cultural Fit,0,0,1,0,0,0,"Ihre Arbeit ist zuverlässig und entspricht den Erwartungen. Es gibt keine größeren Probleme, aber auch keine Highlights, die herausstechen. Ich ermutige Sie, sich in Bereichen wie der Optimierung von Geschäftsprozessen durch SAP-Lösungen und der Zusammenarbeit mit Fachabteilungen stärker einzubringen. Eine verbesserte Fähigkeit, Kundenanforderungen proaktiv zu erkennen und überzeugend zu präsentieren, könnte Ihr Profil zusätzlich schärfen. Zusatzkommentar: Exzellent!","Seine/Ihre Leistung liegt deutlich unter dem gewünschten Niveau. Es scheint, als fehle ihm/ihr die Motivation und das Verständnis für die Aufgaben. Er/Sie sollte dringend an seiner/ihrer Einstellung und den Fähigkeiten arbeiten, um die Teamleistung nicht negativ zu beeinflussen. Kommentar: Ein Teamplayer. Weiteres: Zeigt gute Präsenz in Meetings.",Göttingen,,46,2,"74,781","85,882","101,622","62,775","46,771",12,,
367,"1,740","1,400","1,690","1,722",66,366,39,23,1,0,"113,626","101,262","100,395","86,226","1,318",,,,,,,,20%,-3%,,Internal,11,3,4,7,Doktor,2,,,,,,,,112%,22%,28%,69%,1,3,2,3,Cultural Fit,0,1,1,0,0,0,"Ihre Leistung liegt deutlich unter dem gewünschten Niveau. Es scheint, als fehle Ihnen die Motivation und das Verständnis für die Aufgaben. Ich rate Ihnen dringend, an Ihrer Einstellung und Ihren Fähigkeiten zu arbeiten, um Ihren Beitrag zum Team zu verbessern. Andernfalls könnten Konsequenzen folgen. Zusatzkommentar: Bitte dringend anpassen.","Er/Sie übertrifft regelmäßig die Erwartungen und liefert konstant herausragende Ergebnisse. Seine/Ihre Arbeitsmoral, Expertise und Teamfähigkeit sind beeindruckend. Er/Sie ist ein Vorbild für das gesamte Team und sollte diesen Einsatz unbedingt beibehalten. Kommentar: Ein Teamplayer. Weiteres: Zeigt gute Präsenz in Meetings.",Göttingen,,31,2,"91,469","100,652",0,"47,343","60,120",14,,
368,"1,862",784,"1,369","1,377",93,380,18,31,1,0,"104,416","98,630","74,352","58,858","1,276",,,,,,,,10%,-2%,,Developer,9,3,5,2,Doktor,1,,,,,,,,90%,111%,45%,72%,4,2,3,2,Career Progression,0,0,0,1,0,0,"Sie übertreffen unsere Erwartungen regelmäßig und liefern konstant herausragende Ergebnisse. Ihre Arbeitsmoral, Expertise und Teamfähigkeit sind beeindruckend. Es gibt nichts, was ich hier anmerken könnte. Bitte behalten Sie diesen außergewöhnlichen Einsatz bei – Sie sind ein Vorbild für das gesamte Team! Zusatzkommentar: Exzellent!","Seine/Ihre Arbeit ist zuverlässig und entspricht den Erwartungen. Es gibt keine größeren Probleme, aber auch keine außergewöhnlichen Highlights. In Bereichen wie der Optimierung von Geschäftsprozessen durch SAP-Lösungen und der Zusammenarbeit mit Fachabteilungen gibt es noch Potenzial zur Weiterentwicklung. Kommentar: Es gibt noch viel zu tun. Weiteres: Fehlt es an Eigeninitiative.",Dortmund,,54,0,"51,241","60,208","102,757","52,054","72,545",11,,
369,"1,856","1,841","1,846","1,851",67,334,0,33,1,0,"130,817","59,780","52,239","40,000","3,225",,,,,,,,30%,-7%,,Team Lead,0,5,4,11,Abitur,1,,,,,,,,77%,125%,44%,71%,1,2,1,2,Personal Reason,0,0,0,0,0,0,"Sie leisten solide Arbeit und tragen wesentlich zum Erfolg des Teams bei. Ihre Stärken in der Konfiguration von SAP-Modulen und Ihrer Fähigkeit, sich schnell in technische Herausforderungen einzuarbeiten, sind besonders hervorzuheben. Ein leichtes Ausbaupotenzial sehe ich in der Vertiefung Ihrer Kenntnisse im Bereich ABAP-Entwicklung sowie in Ihrer Kommunikationsfähigkeit bei komplexen Projekten. Insgesamt bin ich mit Ihrer Leistung sehr zufrieden. Weiter so! Zusatzkommentar: Gute Ansätze!",Er/Sie leistet solide Arbeit und trägt wesentlich zum Erfolg des Teams bei. Besonders hervorzuheben sind seine/ihre Stärken in der Konfiguration von SAP-Modulen und sein/ihr schnelles Verständnis für technische Herausforderungen. Ein leichtes Ausbaupotenzial besteht in der Kommunikation bei komplexen Projekten. Kommentar: Sollte dringend an sich arbeiten. Weiteres: Zeigt gute Präsenz in Meetings.,Jena,,31,0,"86,689","66,408","15,638","50,680","65,049",7,,
370,"1,796","1,870","1,867","1,858",103,315,28,29,1,0,"123,234","92,337","83,604","78,984",547,,,,,,,,20%,1%,,Sales,5,4,0,24,Mittlere Reife,6,,,,,,,,87%,108%,27%,124%,3,3,3,2,Relationship to team/manager,0,1,1,0,0,0,"Sie leisten solide Arbeit und tragen wesentlich zum Erfolg des Teams bei. Ihre Stärken in der Konfiguration von SAP-Modulen und Ihrer Fähigkeit, sich schnell in technische Herausforderungen einzuarbeiten, sind besonders hervorzuheben. Ein leichtes Ausbaupotenzial sehe ich in der Vertiefung Ihrer Kenntnisse im Bereich ABAP-Entwicklung sowie in Ihrer Kommunikationsfähigkeit bei komplexen Projekten. Insgesamt bin ich mit Ihrer Leistung sehr zufrieden. Weiter so! Zusatzkommentar: Gute Ansätze!","Seine/Ihre Leistung liegt deutlich unter dem gewünschten Niveau. Es scheint, als fehle ihm/ihr die Motivation und das Verständnis für die Aufgaben. Er/Sie sollte dringend an seiner/ihrer Einstellung und den Fähigkeiten arbeiten, um die Teamleistung nicht negativ zu beeinflussen. Kommentar: Wird von allen geschätzt. Weiteres: Hat Defizite in der Kommunikation.",Bautzen,,41,2,"61,397","72,115","122,627","46,717","72,040",6,,
371,"1,863","1,293","1,424","1,573",96,374,0,30,0,0,"159,968","122,521","98,090","81,765","3,083",,,,,,,,0%,0%,,Consultant,0,3,6,17,Master,4,,,,,,,,115%,73%,114%,118%,2,1,3,1,Cultural Fit,0,0,0,0,0,1,"Sie übertreffen unsere Erwartungen regelmäßig und liefern konstant herausragende Ergebnisse. Ihre Arbeitsmoral, Expertise und Teamfähigkeit sind beeindruckend. Es gibt nichts, was ich hier anmerken könnte. Bitte behalten Sie diesen außergewöhnlichen Einsatz bei – Sie sind ein Vorbild für das gesamte Team! Zusatzkommentar: Noch viel Luft nach oben.","Seine/Ihre Arbeit ist zuverlässig und entspricht den Erwartungen. Es gibt keine größeren Probleme, aber auch keine außergewöhnlichen Highlights. In Bereichen wie der Optimierung von Geschäftsprozessen durch SAP-Lösungen und der Zusammenarbeit mit Fachabteilungen gibt es noch Potenzial zur Weiterentwicklung. Kommentar: Sollte dringend an sich arbeiten. Weiteres: Kann Verantwortung übernehmen.",Offenbach,,52,0,"105,679","50,205","96,713","55,475","126,631",14,,
372,"1,754","2,157","1,825","1,801",80,430,26,38,0,0,"166,893","121,675","98,343","66,718","3,335",,,,,,,,30%,7%,,Sales,15,4,3,19,Doktor,1,,,,,,,,145%,139%,104%,82%,2,1,2,2,Relationship to team/manager,0,1,0,0,0,0,"Sie leisten solide Arbeit und tragen wesentlich zum Erfolg des Teams bei. Ihre Stärken in der Konfiguration von SAP-Modulen und Ihrer Fähigkeit, sich schnell in technische Herausforderungen einzuarbeiten, sind besonders hervorzuheben. Ein leichtes Ausbaupotenzial sehe ich in der Vertiefung Ihrer Kenntnisse im Bereich ABAP-Entwicklung sowie in Ihrer Kommunikationsfähigkeit bei komplexen Projekten. Insgesamt bin ich mit Ihrer Leistung sehr zufrieden. Weiter so! Zusatzkommentar: Exzellent!","Er/Sie übertrifft regelmäßig die Erwartungen und liefert konstant herausragende Ergebnisse. Seine/Ihre Arbeitsmoral, Expertise und Teamfähigkeit sind beeindruckend. Er/Sie ist ein Vorbild für das gesamte Team und sollte diesen Einsatz unbedingt beibehalten. Kommentar: Ein Teamplayer. Weiteres: Hat Defizite in der Kommunikation.",Bielefeld,,21,1,"65,311","85,708","40,301","75,760","72,221",13,,
373,"1,713","2,069","1,948","1,964",100,216,0,20,1,0,"128,655","111,087","74,841","73,705","3,512",,,,,,,,20%,-3%,,Project Lead,3,4,3,19,Mittlere Reife,5,,,,,,,,121%,163%,94%,125%,1,1,3,1,Salary/Benfit,0,0,0,0,0,0,"Sie übertreffen unsere Erwartungen regelmäßig und liefern konstant herausragende Ergebnisse. Ihre Arbeitsmoral, Expertise und Teamfähigkeit sind beeindruckend. Es gibt nichts, was ich hier anmerken könnte. Bitte behalten Sie diesen außergewöhnlichen Einsatz bei – Sie sind ein Vorbild für das gesamte Team! Zusatzkommentar: Exzellent!","Seine/Ihre Leistung liegt deutlich unter dem gewünschten Niveau. Es scheint, als fehle ihm/ihr die Motivation und das Verständnis für die Aufgaben. Er/Sie sollte dringend an seiner/ihrer Einstellung und den Fähigkeiten arbeiten, um die Teamleistung nicht negativ zu beeinflussen. Kommentar: Gute Ansätze sichtbar. Weiteres: Fehlt es an Eigeninitiative.",Chemnitz,,49,1,"91,972","29,547","50,765","89,657","132,966",14,,
374,"1,821","1,057","1,692","1,780",68,269,59,38,1,0,"179,764","89,499","85,392","74,732","4,327",,,,,,,,30%,3%,,Project Lead,14,3,5,12,Doktor,5,,,,,,,,16%,74%,68%,60%,3,3,2,3,Personal Reason,0,0,0,0,0,0,"Ihre Leistung liegt deutlich unter dem gewünschten Niveau. Es scheint, als fehle Ihnen die Motivation und das Verständnis für die Aufgaben. Ich rate Ihnen dringend, an Ihrer Einstellung und Ihren Fähigkeiten zu arbeiten, um Ihren Beitrag zum Team zu verbessern. Andernfalls könnten Konsequenzen folgen. Zusatzkommentar: Bitte dringend anpassen.","Seine/Ihre Leistung liegt deutlich unter dem gewünschten Niveau. Es scheint, als fehle ihm/ihr die Motivation und das Verständnis für die Aufgaben. Er/Sie sollte dringend an seiner/ihrer Einstellung und den Fähigkeiten arbeiten, um die Teamleistung nicht negativ zu beeinflussen. Kommentar: Sollte dringend an sich arbeiten. Weiteres: Fehlt es an Eigeninitiative.",Berlin,,44,1,"74,755","42,004","74,153","46,198","33,191",6,,
375,938,"1,060","1,014",998,93,344,0,27,0,0,"146,731","95,266","68,594","41,588","2,047",,,,,,,,30%,-5%,,Team Lead,6,4,2,0,Doktor,2,,,,,,,,220%,99%,88%,96%,3,2,1,1,Salary/Benfit,1,0,0,0,0,0,"Ihre Leistung liegt deutlich unter dem gewünschten Niveau. Es scheint, als fehle Ihnen die Motivation und das Verständnis für die Aufgaben. Ich rate Ihnen dringend, an Ihrer Einstellung und Ihren Fähigkeiten zu arbeiten, um Ihren Beitrag zum Team zu verbessern. Andernfalls könnten Konsequenzen folgen. Zusatzkommentar: Bitte dringend anpassen.","Seine/Ihre Arbeit ist zuverlässig und entspricht den Erwartungen. Es gibt keine größeren Probleme, aber auch keine außergewöhnlichen Highlights. In Bereichen wie der Optimierung von Geschäftsprozessen durch SAP-Lösungen und der Zusammenarbeit mit Fachabteilungen gibt es noch Potenzial zur Weiterentwicklung. Kommentar: Ein Teamplayer. Weiteres: Fehlt es an Eigeninitiative.",Chemnitz,,42,0,"61,353","85,842","88,559","62,504","128,022",9,,
376,"1,812","1,481","1,775","1,789",75,364,10,23,1,0,"96,307","85,484","74,754","40,000",893,,,,,,,,30%,1%,,Team Lead,8,4,3,26,Hauptschulabschluss,5,,,,,,,,150%,133%,102%,49%,3,1,1,3,Personal Reason,0,1,0,0,0,0,"Sie übertreffen unsere Erwartungen regelmäßig und liefern konstant herausragende Ergebnisse. Ihre Arbeitsmoral, Expertise und Teamfähigkeit sind beeindruckend. Es gibt nichts, was ich hier anmerken könnte. Bitte behalten Sie diesen außergewöhnlichen Einsatz bei – Sie sind ein Vorbild für das gesamte Team! Zusatzkommentar: Bitte dringend anpassen.","Seine/Ihre Leistung liegt deutlich unter dem gewünschten Niveau. Es scheint, als fehle ihm/ihr die Motivation und das Verständnis für die Aufgaben. Er/Sie sollte dringend an seiner/ihrer Einstellung und den Fähigkeiten arbeiten, um die Teamleistung nicht negativ zu beeinflussen. Kommentar: Sollte dringend an sich arbeiten. Weiteres: Zeigt gute Präsenz in Meetings.",Berlin,,33,0,"104,465","91,034","37,561","66,786","136,118",10,,
377,"1,872","2,028","1,959","1,912",79,412,42,34,2,1,"143,633","77,403","74,206","41,886","3,427",,,,,,,,10%,-2%,,Consultant,2,4,3,19,Master,5,,,,,,,,64%,82%,89%,69%,3,1,3,2,Salary/Benfit,0,1,1,0,1,0,"Ihre Leistung liegt deutlich unter dem gewünschten Niveau. Es scheint, als fehle Ihnen die Motivation und das Verständnis für die Aufgaben. Ich rate Ihnen dringend, an Ihrer Einstellung und Ihren Fähigkeiten zu arbeiten, um Ihren Beitrag zum Team zu verbessern. Andernfalls könnten Konsequenzen folgen. Zusatzkommentar: Gute Ansätze!","Er/Sie übertrifft regelmäßig die Erwartungen und liefert konstant herausragende Ergebnisse. Seine/Ihre Arbeitsmoral, Expertise und Teamfähigkeit sind beeindruckend. Er/Sie ist ein Vorbild für das gesamte Team und sollte diesen Einsatz unbedingt beibehalten. Kommentar: Ein Teamplayer. Weiteres: Zeigt gute Präsenz in Meetings.",Bielefeld,,51,0,"109,071","81,515","90,125","68,641","32,593",11,,
378,"1,885","2,060","1,901","2,050",69,393,0,28,0,0,"111,375","85,827","85,328","41,463","4,554",,,,,,,,10%,1%,,Consultant,10,5,2,9,Hauptschulabschluss,3,,,,,,,,45%,86%,38%,103%,3,1,1,2,Salary/Benfit,0,1,1,0,1,0,"Sie übertreffen unsere Erwartungen regelmäßig und liefern konstant herausragende Ergebnisse. Ihre Arbeitsmoral, Expertise und Teamfähigkeit sind beeindruckend. Es gibt nichts, was ich hier anmerken könnte. Bitte behalten Sie diesen außergewöhnlichen Einsatz bei – Sie sind ein Vorbild für das gesamte Team! Zusatzkommentar: Bitte dringend anpassen.","Seine/Ihre Arbeit ist zuverlässig und entspricht den Erwartungen. Es gibt keine größeren Probleme, aber auch keine außergewöhnlichen Highlights. In Bereichen wie der Optimierung von Geschäftsprozessen durch SAP-Lösungen und der Zusammenarbeit mit Fachabteilungen gibt es noch Potenzial zur Weiterentwicklung. Kommentar: Gute Ansätze sichtbar. Weiteres: Hat Defizite in der Kommunikation.",Bielefeld,,36,0,"85,689","88,355","107,322","56,429","49,646",11,,
379,"1,824","1,016","1,402","1,584",54,287,3,32,1,0,"122,529","114,070","108,912","98,198","2,684",,,,,,,,30%,1%,,Internal,5,5,0,24,Master,6,,,,,,,,81%,131%,133%,104%,4,1,3,3,Relationship to team/manager,0,0,1,0,0,0,"Ihre Arbeit ist zuverlässig und entspricht den Erwartungen. Es gibt keine größeren Probleme, aber auch keine Highlights, die herausstechen. Ich ermutige Sie, sich in Bereichen wie der Optimierung von Geschäftsprozessen durch SAP-Lösungen und der Zusammenarbeit mit Fachabteilungen stärker einzubringen. Eine verbesserte Fähigkeit, Kundenanforderungen proaktiv zu erkennen und überzeugend zu präsentieren, könnte Ihr Profil zusätzlich schärfen. Zusatzkommentar: Noch viel Luft nach oben.","Seine/Ihre Leistung liegt deutlich unter dem gewünschten Niveau. Es scheint, als fehle ihm/ihr die Motivation und das Verständnis für die Aufgaben. Er/Sie sollte dringend an seiner/ihrer Einstellung und den Fähigkeiten arbeiten, um die Teamleistung nicht negativ zu beeinflussen. Kommentar: Wird von allen geschätzt. Weiteres: Hat Defizite in der Kommunikation.",Dortmund,,48,1,"92,842","72,882","125,698","65,991","43,377",9,,
380,858,"1,643",902,"1,555",86,280,35,28,1,0,"89,039","86,003","75,044","64,571","5,172",,,,,,,,30%,-6%,,Team Lead,10,5,3,5,Mittlere Reife,2,,,,,,,,82%,36%,120%,90%,4,3,1,1,Relationship to team/manager,0,0,0,0,1,1,"Sie übertreffen unsere Erwartungen regelmäßig und liefern konstant herausragende Ergebnisse. Ihre Arbeitsmoral, Expertise und Teamfähigkeit sind beeindruckend. Es gibt nichts, was ich hier anmerken könnte. Bitte behalten Sie diesen außergewöhnlichen Einsatz bei – Sie sind ein Vorbild für das gesamte Team! Zusatzkommentar: Exzellent!","Seine/Ihre Leistung liegt deutlich unter dem gewünschten Niveau. Es scheint, als fehle ihm/ihr die Motivation und das Verständnis für die Aufgaben. Er/Sie sollte dringend an seiner/ihrer Einstellung und den Fähigkeiten arbeiten, um die Teamleistung nicht negativ zu beeinflussen. Kommentar: Wird von allen geschätzt. Weiteres: Hat Defizite in der Kommunikation.",Bielefeld,,41,0,"103,347","58,715","106,580","58,667","77,017",7,,
381,"1,725","1,371","1,439","1,695",97,326,22,29,1,0,"131,225","120,976","103,118","81,572","7,422",,,,,,,,20%,3%,,Sales,8,4,4,15,Master,4,,,,,,,,87%,121%,93%,124%,1,3,3,1,Cultural Fit,0,0,0,0,1,0,"Sie übertreffen unsere Erwartungen regelmäßig und liefern konstant herausragende Ergebnisse. Ihre Arbeitsmoral, Expertise und Teamfähigkeit sind beeindruckend. Es gibt nichts, was ich hier anmerken könnte. Bitte behalten Sie diesen außergewöhnlichen Einsatz bei – Sie sind ein Vorbild für das gesamte Team! Zusatzkommentar: Noch viel Luft nach oben.","Seine/Ihre Arbeit ist zuverlässig und entspricht den Erwartungen. Es gibt keine größeren Probleme, aber auch keine außergewöhnlichen Highlights. In Bereichen wie der Optimierung von Geschäftsprozessen durch SAP-Lösungen und der Zusammenarbeit mit Fachabteilungen gibt es noch Potenzial zur Weiterentwicklung. Kommentar: Gute Ansätze sichtbar. Weiteres: Fehlt es an Eigeninitiative.",Hamburg,,30,1,"65,434","64,855","19,035","66,275","90,124",7,,
382,"1,739","2,109","1,932","2,071",79,332,24,36,1,0,"155,412","122,405","108,909","58,545","2,598",,,,,,,,20%,0%,,Project Lead,8,6,1,7,Doktor,4,,,,,,,,155%,121%,50%,51%,2,3,1,1,Salary/Benfit,1,1,1,0,0,0,"Ihre Arbeit ist zuverlässig und entspricht den Erwartungen. Es gibt keine größeren Probleme, aber auch keine Highlights, die herausstechen. Ich ermutige Sie, sich in Bereichen wie der Optimierung von Geschäftsprozessen durch SAP-Lösungen und der Zusammenarbeit mit Fachabteilungen stärker einzubringen. Eine verbesserte Fähigkeit, Kundenanforderungen proaktiv zu erkennen und überzeugend zu präsentieren, könnte Ihr Profil zusätzlich schärfen. Zusatzkommentar: Gute Ansätze!",Er/Sie leistet solide Arbeit und trägt wesentlich zum Erfolg des Teams bei. Besonders hervorzuheben sind seine/ihre Stärken in der Konfiguration von SAP-Modulen und sein/ihr schnelles Verständnis für technische Herausforderungen. Ein leichtes Ausbaupotenzial besteht in der Kommunikation bei komplexen Projekten. Kommentar: Gute Ansätze sichtbar. Weiteres: Kann Verantwortung übernehmen.,Hamburg,,52,1,"101,721","45,285","69,361","61,913","110,065",11,,
383,"1,842","1,851","1,845","1,848",85,321,62,34,1,0,"122,897","116,849","70,843","50,801","5,151",,,,,,,,10%,2%,,Team Lead,18,5,2,11,Abitur,6,,,,,,,,155%,150%,130%,120%,3,2,2,3,Career Progression,0,0,0,0,0,1,"Ihre Leistung liegt deutlich unter dem gewünschten Niveau. Es scheint, als fehle Ihnen die Motivation und das Verständnis für die Aufgaben. Ich rate Ihnen dringend, an Ihrer Einstellung und Ihren Fähigkeiten zu arbeiten, um Ihren Beitrag zum Team zu verbessern. Andernfalls könnten Konsequenzen folgen. Zusatzkommentar: Exzellent!","Er/Sie übertrifft regelmäßig die Erwartungen und liefert konstant herausragende Ergebnisse. Seine/Ihre Arbeitsmoral, Expertise und Teamfähigkeit sind beeindruckend. Er/Sie ist ein Vorbild für das gesamte Team und sollte diesen Einsatz unbedingt beibehalten. Kommentar: Ein Teamplayer. Weiteres: Zeigt gute Präsenz in Meetings.",Bautzen,,27,1,"82,017","60,277","124,683","51,564","117,232",11,,
384,"1,788","1,998","1,793","1,881",94,395,0,28,0,0,"183,768","110,704","95,844","59,255","4,333",,,,,,,,40%,8%,,Team Lead,6,4,1,24,Abitur,4,,,,,,,,91%,10%,102%,75%,5,2,3,1,Personal Reason,0,0,0,0,1,1,"Sie leisten solide Arbeit und tragen wesentlich zum Erfolg des Teams bei. Ihre Stärken in der Konfiguration von SAP-Modulen und Ihrer Fähigkeit, sich schnell in technische Herausforderungen einzuarbeiten, sind besonders hervorzuheben. Ein leichtes Ausbaupotenzial sehe ich in der Vertiefung Ihrer Kenntnisse im Bereich ABAP-Entwicklung sowie in Ihrer Kommunikationsfähigkeit bei komplexen Projekten. Insgesamt bin ich mit Ihrer Leistung sehr zufrieden. Weiter so! Zusatzkommentar: Exzellent!","Seine/Ihre Arbeit ist zuverlässig und entspricht den Erwartungen. Es gibt keine größeren Probleme, aber auch keine außergewöhnlichen Highlights. In Bereichen wie der Optimierung von Geschäftsprozessen durch SAP-Lösungen und der Zusammenarbeit mit Fachabteilungen gibt es noch Potenzial zur Weiterentwicklung. Kommentar: Gute Ansätze sichtbar. Weiteres: Zeigt gute Präsenz in Meetings.",Berlin,,38,2,"80,790","57,202","41,095","46,289","54,038",13,,
385,"1,790","1,535","1,611","1,716",83,357,8,34,1,0,"112,178","71,756","40,000","40,000","7,857",,,,,,,,10%,2%,,Internal,13,4,7,4,Mittlere Reife,3,,,,,,,,163%,88%,108%,110%,1,2,3,1,Pension,0,0,0,1,0,0,"Ihre Arbeit ist zuverlässig und entspricht den Erwartungen. Es gibt keine größeren Probleme, aber auch keine Highlights, die herausstechen. Ich ermutige Sie, sich in Bereichen wie der Optimierung von Geschäftsprozessen durch SAP-Lösungen und der Zusammenarbeit mit Fachabteilungen stärker einzubringen. Eine verbesserte Fähigkeit, Kundenanforderungen proaktiv zu erkennen und überzeugend zu präsentieren, könnte Ihr Profil zusätzlich schärfen. Zusatzkommentar: Exzellent!","Er/Sie übertrifft regelmäßig die Erwartungen und liefert konstant herausragende Ergebnisse. Seine/Ihre Arbeitsmoral, Expertise und Teamfähigkeit sind beeindruckend. Er/Sie ist ein Vorbild für das gesamte Team und sollte diesen Einsatz unbedingt beibehalten. Kommentar: Es gibt noch viel zu tun. Weiteres: Fehlt es an Eigeninitiative.",Bielefeld,,46,2,"27,159","53,351","52,095","66,834","38,127",9,,
